embed_size,average_train_time,trainable_params
192.0,0.3415376503058154,3623873.0
384.0,0.7391764898492832,14325569.0
576.0,1.37732126604427,32105153.0
768.0,1.866020389638766,56962625.0
960.0,1.650903223138867,88897985.0
